CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/57cc053ce8d7aMercedes_Benz_E_Class_2017_front.jpg,Mercedes-Benz E-Class,196000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,9A,184,300,5.9,16.9,7.7,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/57cc053ce8d7aMercedes_Benz_E_Class_2017_front.jpg,Mercedes-Benz E-Class,196000,Germany,Luxury Midsize Sedan,4-door,sedan,2.0TC I4 RWD,9A,184,300,5.9,16.9,7.7,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d021ea3287Mercedes_Benz_E_Class_Coupe_2018_front.jpg,Mercedes-Benz E-Class,220000,Germany,Luxury Midsize Coupe,2-door,coupe,2.0 TC I4 RWD,9A,184,300,5.9,16.9,7.8,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d021ea3287Mercedes_Benz_E_Class_Coupe_2018_front.jpg,Mercedes-Benz E-Class,220000,Germany,Luxury Midsize Coupe,2-door,coupe,2.0 TC I4 RWD,9A,184,300,5.9,16.9,7.8,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d021ea3287Mercedes_Benz_E_Class_Coupe_2018_front.jpg,Mercedes-Benz E-Class,220000,Germany,Luxury Midsize Coupe,2-door,coupe,2.0 TC I4 RWD,9A,184,300,5.9,16.9,7.8,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f968a5298fb7Mercedes_Benz_EQC_2020_front_dubai_uae.jpg,Mercedes-Benz EQC,280000,Germany,Premium Compact SUV,5-door,wagon,80 kWh 4WD,1A,402,760,,,5.1,180
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d1068603b2Mercedes_Benz_G63_AMG_2019_front.jpg,Mercedes-Benz G 63 AMG,790000,Austria,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,9A,585,850,13.2,7.6,4.5,220
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d1068603b2Mercedes_Benz_G63_AMG_2019_front.jpg,Mercedes-Benz G 63 AMG,790000,Austria,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,9A,585,850,13.2,7.6,4.5,220
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a9d1068603b2Mercedes_Benz_G63_AMG_2019_front.jpg,Mercedes-Benz G 63 AMG,790000,Austria,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,9A,585,850,13.2,7.6,4.5,220
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a5d486348c112019_mercedes_benz_g_class_front.jpg,Mercedes-Benz G-Class,600000,Austria,Luxury Midsize SUV,5-door,wagon,4.0TC V8 4WD,9A,416,610,12.1,8.3,5.9,210
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a5d486348c112019_mercedes_benz_g_class_front.jpg,Mercedes-Benz G-Class,600000,Austria,Luxury Midsize SUV,5-door,wagon,4.0TC V8 4WD,9A,416,610,12.1,8.3,5.9,210
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a5d486348c112019_mercedes_benz_g_class_front.jpg,Mercedes-Benz G-Class,600000,Austria,Luxury Midsize SUV,5-door,wagon,4.0TC V8 4WD,9A,416,610,12.1,8.3,5.9,210
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/554f34bc14051Mercedes_Benz_GLA_Class_front.jpg,Mercedes-Benz GLA-Class,151000,Germany,Premium Compact Crossover,5-door,wagon,2.0TC I4 FWD,7AM,211,350,7,14.3,7.1,230
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/554f34bc14051Mercedes_Benz_GLA_Class_front.jpg,Mercedes-Benz GLA-Class,151000,Germany,Premium Compact Crossover,5-door,wagon,2.0TC I4 FWD,7AM,211,350,7,14.3,7.1,230
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/554f34bc14051Mercedes_Benz_GLA_Class_front.jpg,Mercedes-Benz GLA-Class,151000,Germany,Premium Compact Crossover,5-door,wagon,2.0TC I4 FWD,7AM,211,350,7,14.3,7.1,230
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5dc941e6b28d0Mercedes_Benz_GLB_2020_front.jpg,Mercedes-Benz GLB,152000,Mexico,Premium Compact SUV,5-door,wagon,1.3TC I4 FWD,7A,163,250,6.9,14.5,9.1,207
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5dc941e6b28d0Mercedes_Benz_GLB_2020_front.jpg,Mercedes-Benz GLB,152000,Mexico,Premium Compact SUV,5-door,wagon,1.3TC I4 FWD,7A,163,250,6.9,14.5,9.1,207
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba1e711a57Mercedes_Benz_GLC43_AMG_4Matic_2020_front.jpg,Mercedes-Benz GLC 43 AMG,290000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,9A,390,520,7.3 - 8.9,13.7,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba1e711a57Mercedes_Benz_GLC43_AMG_4Matic_2020_front.jpg,Mercedes-Benz GLC 43 AMG,290000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,9A,390,520,7.3 - 8.9,13.7,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593d84b640dfdMercedes_Benz_GLC43_AMG_4Matic_2017_front.jpg,Mercedes-Benz GLC 43 AMG,290000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,9A,367,520,7.3 - 8.9,13.7,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba2bd23365Mercedes_Benz_GLC43_AMG_4Matic_Coupe_2020_front.jpg,Mercedes-Benz GLC 43 AMG,260000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,9A,390,520,6.9-8.7,14.5,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba2bd23365Mercedes_Benz_GLC43_AMG_4Matic_Coupe_2020_front.jpg,Mercedes-Benz GLC 43 AMG,260000,Germany,Premium Compact SUV,5-door,wagon,3.0TC V6 4WD,9A,390,520,6.9-8.7,14.5,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593e62c543551glcamg43front.jpg,Mercedes-Benz GLC 43 AMG,260000,Germany,Premium Compact SUV,5-door,wagon,3.0 TC V6 4WD,9A,367,520,6.9-8.7,14.5,4.9,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba620ca6ddMercedes_Benz_GLC63_S_AMG_2020_uae_ksa_front.jpg,Mercedes-Benz GLC 63 AMG,400000,Germany,Premium Compact SUV,5-door,wagon,4.0TC V8 4WD,9A,503,700,10.7,9.3,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5fbba620ca6ddMercedes_Benz_GLC63_S_AMG_2020_uae_ksa_front.jpg,Mercedes-Benz GLC 63 AMG,400000,Germany,Premium Compact SUV,5-door,wagon,4.0TC V8 4WD,9A,503,700,10.7,9.3,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593e6c0814274glc63amgfront.jpg,Mercedes-Benz GLC 63 AMG,290000,Germany,Premium Compact SUV,5-door,wagon,4.0 TC V8 4WD,9A,503,700,10.3 - 10.7,9.7,4,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e5767ae6f5Mercedes_Benz_GLC63_S_AMG_Coupe_2020_dubai_uae_front.jpg,Mercedes-Benz GLC 63 AMG,426000,Germany,Premium Compact SUV,5-door,wagon,4.0 TC V8 4WD,9A,503,700,10.3 - 10.7,9.7,3.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e5767ae6f5Mercedes_Benz_GLC63_S_AMG_Coupe_2020_dubai_uae_front.jpg,Mercedes-Benz GLC 63 AMG,426000,Germany,Premium Compact SUV,5-door,wagon,4.0 TC V8 4WD,9A,503,700,10.3 - 10.7,9.7,3.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593e6e52ae4caglc63amgcoupefront.jpg,Mercedes-Benz GLC 63 AMG,320000,Germany,Premium Compact SUV,5-door,wagon,4.0 TC V8 4WD,9A,503,700,10.3 - 10.7,9.7,3.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e130ab356b96Mercedes_Benz_GLC_2020_front.jpg,Mercedes-Benz GLC-Class,185000,Germany,Premium Compact SUV,5-door,wagon,2.0TC+E I4 FWD,9A,197,320,8.2,12.2,7.9,215
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e130ab356b96Mercedes_Benz_GLC_2020_front.jpg,Mercedes-Benz GLC-Class,185000,Germany,Premium Compact SUV,5-door,wagon,2.0TC+E I4 FWD,9A,197,320,8.2,12.2,7.9,215
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5581e2525f51a2016_Mercedes_Benz_GLC_front.jpg,Mercedes-Benz GLC-Class,190000,Germany,Premium Compact SUV,5-door,wagon,2.0TC I4 FWD/4WD,9A,211,350,6.5,15.4,7.3,222
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e1305baedb02Mercedes_Benz_GLC_Coupe_2020_front.jpg,Mercedes-Benz GLC-Class,233500,Germany,Premium Compact SUV,5-door,wagon,2.0TC+E I4 FWD,9A,197,320,6.5,15.4,8,216
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e1305baedb02Mercedes_Benz_GLC_Coupe_2020_front.jpg,Mercedes-Benz GLC-Class,233500,Germany,Premium Compact SUV,5-door,wagon,2.0TC+E I4 FWD,9A,197,320,6.5,15.4,8,216
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/58a48fd0b3b21Mercedes_Benz_GLC_Coupe_2017_front.jpg,Mercedes-Benz GLC-Class,190000,Germany,Premium Compact SUV,3-door,wagon,2.0TC I4 4WD,9A,211,350,6.5,15.4,7.3,222
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/55d9a3a7ab025Mercedes_Benz_GLE_63_AMG_2016_front.jpg,Mercedes-Benz GLE 63 AMG,405000,United States,Luxury Midsize SUV,5-door,wagon,5.5TC V8 4WD,7A,557,700,11.8,8.5,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/55d9a3a7ab025Mercedes_Benz_GLE_63_AMG_2016_front.jpg,Mercedes-Benz GLE 63 AMG,405000,United States,Luxury Midsize SUV,5-door,wagon,5.5TC V8 4WD,7A,557,700,11.8,8.5,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/55d9a3a7ab025Mercedes_Benz_GLE_63_AMG_2016_front.jpg,Mercedes-Benz GLE 63 AMG,405000,United States,Luxury Midsize SUV,5-door,wagon,5.5TC V8 4WD,7A,557,700,11.8,8.5,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e2a3c60ea1Mercedes_Benz_GLE63_S_AMG_Coupe_2020_dubai_uae.jpg,Mercedes-Benz GLE 63 AMG,565000,United States,Luxury Midsize SUV,5-door,liftback,5.5TC V8 4WD,9A,612,850,12.2,8.2,3.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e2a3c60ea1Mercedes_Benz_GLE63_S_AMG_Coupe_2020_dubai_uae.jpg,Mercedes-Benz GLE 63 AMG,565000,United States,Luxury Midsize SUV,5-door,liftback,5.5TC V8 4WD,9A,612,850,12.2,8.2,3.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/56832c835e6e4Mercedes_Benz_GLE63_AMG_Coupe_2016_front.jpg,Mercedes-Benz GLE 63 AMG,450000,United States,Luxury Midsize SUV,5-door,liftback,5.5TC V8 4WD,7A,557,700,11.8,8.5,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d2c4b5a2c53bMercedes_Benz_GLE_2019_front.jpg,Mercedes-Benz GLE-Class,280000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC V6 4WD,9A,362,500,8.3,12,5.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5d2af34aeb9c6Mercedes_Benz_GLE_2019_front.jpg,Mercedes-Benz GLE-Class,280000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC+E V6 4WD,9A,362,500,8.3,12,5.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/55d99a835c6efMercedes_Benz_GLE_2016_front.jpg,Mercedes-Benz GLE-Class,259000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC V6 4WD,7A,333,480,9.2,10.9,6.1,247
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e3d11a52a2Mercedes_Benz_GLE53_AMG_4Matic_Coupe_2020_front_dubai_uae.jpg,Mercedes-Benz GLE-Class,400000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC+E V6 4WD,9A,435,520,10.5,9.5,5.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f4e3d11a52a2Mercedes_Benz_GLE53_AMG_4Matic_Coupe_2020_front_dubai_uae.jpg,Mercedes-Benz GLE-Class,400000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC+E V6 4WD,9A,435,520,10.5,9.5,5.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/549fe01ef31d7Mercedes_Benz_GLE_Coupe_2016_front.jpg,Mercedes-Benz GLE-Class,360000,United States,Luxury Midsize SUV,5-door,wagon,3.0TC V6 4WD,9A,367,520,8.9,11.2,5.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e12dcdb312acMercedes_Benz_GLS63_AMG_2021_800_03.jpg,Mercedes-Benz GLS 63 AMG,600000,United States,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,9A,612,850,11.9,8.4,4.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5e12dcdb312acMercedes_Benz_GLS63_AMG_2021_800_03.jpg,Mercedes-Benz GLS 63 AMG,600000,United States,Luxury Large SUV,5-door,wagon,4.0TC V8 4WD,9A,612,850,11.9,8.4,4.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/571f6afdb80c4Mercedes_Benz_GLS63_AMG_front.jpg,Mercedes-Benz GLS 63 AMG,525000,United States,Luxury Large SUV,5-door,wagon,5.5TC V8 4WD,7A,577,760,12.3,8.1,4.8,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5da58f997efd6Mercedes_Benz_GLS_2020_front.jpg,Mercedes-Benz GLS-Class,380000,United States,Luxury Large SUV,5-door,wagon,3.0TC V6 4WD,9A,367,500,8,12.5,6.1,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5da58f997efd6Mercedes_Benz_GLS_2020_front.jpg,Mercedes-Benz GLS-Class,380000,United States,Luxury Large SUV,5-door,wagon,3.0TC V6 4WD,9A,367,500,8,12.5,6.1,240
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/571f67ae802b4Mercedes_Benz_GLS_500_front.jpg,Mercedes-Benz GLS-Class,381000,United States,Luxury Large SUV,5-door,wagon,4.7TC V8 4WD,9A,449,700,11.5,8.7,5.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593cc7e96c72fs63amgfront.jpg,Mercedes-Benz S 63 AMG,700000,Germany,Luxury Large Sedan,4-door,long sedan,4.0TC V8 4WD,9A,612,900,8.9 - 9.3,11.2,3.5-4.0,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593cc7e96c72fs63amgfront.jpg,Mercedes-Benz S 63 AMG,700000,Germany,Luxury Large Sedan,4-door,long sedan,4.0TC V8 4WD,9A,612,900,8.9 - 9.3,11.2,3.5-4.0,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593cc7e96c72fs63amgfront.jpg,Mercedes-Benz S 63 AMG,700000,Germany,Luxury Large Sedan,4-door,long sedan,4.0 TC V8 4WD,9A,612,900,8.9 - 9.3,11.2,3.5-4.0,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f170d6e38369Mercedes_Benz_S63_AMG_Coupe_2018_front.jpg,Mercedes-Benz S 63 AMG,900000,Germany,Luxury Large Coupe,2-door,coupe,4.0TC V8 4WD,7A,612,900,10.1-10.3,9.9,3.5,300
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f170d6e38369Mercedes_Benz_S63_AMG_Coupe_2018_front.jpg,Mercedes-Benz S 63 AMG,900000,Germany,Luxury Large Coupe,2-door,coupe,4.0TC V8 4WD,7A,612,900,10.1-10.3,9.9,3.5,300
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f170d6e38369Mercedes_Benz_S63_AMG_Coupe_2018_front.jpg,Mercedes-Benz S 63 AMG,900000,Germany,Luxury Large Coupe,2-door,coupe,4.0TC V8 4WD,7A,612,900,10.1-10.3,9.9,3.5,300
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593d8c405772fs65amgfront.jpg,Mercedes-Benz S 65 AMG,940000,Germany,Luxury Large Sedan,4-door,long sedan,6.0 TC V12 RWD,9A,630,1000,11.5 - 13.5,8.7,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593d8c405772fs65amgfront.jpg,Mercedes-Benz S 65 AMG,940000,Germany,Luxury Large Sedan,4-door,long sedan,6.0 TC V12 RWD,9A,630,1000,11.5 - 13.5,8.7,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/593d8c405772fs65amgfront.jpg,Mercedes-Benz S 65 AMG,940000,Germany,Luxury Large Sedan,4-door,long sedan,6.0 TC V12 RWD,9A,630,1000,11.5 - 13.5,8.7,4.3,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5404571c999c52015_Mercedes_Benz_S65_AMG_Coupe_1.jpg,Mercedes-Benz S 65 AMG,800000,Germany,Large Luxury Coupe,2-door,coupe,6.0TC V12 RWD,7A,630,1000,11.9,8.4,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5404571c999c52015_Mercedes_Benz_S65_AMG_Coupe_1.jpg,Mercedes-Benz S 65 AMG,800000,Germany,Large Luxury Coupe,2-door,coupe,6.0TC V12 RWD,7A,630,1000,11.9,8.4,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5404571c999c52015_Mercedes_Benz_S65_AMG_Coupe_1.jpg,Mercedes-Benz S 65 AMG,800000,Germany,Large Luxury Coupe,2-door,coupe,6.0TC V12 RWD,7A,630,1000,11.9,8.4,4.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5f50e5a846339Mercedes_Benz_S_Class_2021_front_dubai_uae.jpg,Mercedes-Benz S-Class,400000,Germany,Luxury Large Sedan,4-door,sedan,3.0TC I6 RWD,9A,362,500,7.8,12.8,5.1,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5b017cc035081Mercedes_Benz_S_Class_2018_front.jpg,Mercedes-Benz S-Class,440000,Germany,Luxury Large Sedan,4-door,sedan,3.0 TC V6 RWD,9A,245,480,8,12.5,5.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5b017cc035081Mercedes_Benz_S_Class_2018_front.jpg,Mercedes-Benz S-Class,440000,Germany,Luxury Large Sedan,4-door,sedan,3.0 TC V6 RWD,9A,245,480,8,12.5,5.2,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3665ade1a84Mercedes_Benz_S_Class_Coupe_2018_front.jpg,Mercedes-Benz S-Class,600000,Germany,Luxury Large Coupe,2-door,coupe,4.7TC V8 4WD,7A,449,700,9.9,10.1,4.6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3665ade1a84Mercedes_Benz_S_Class_Coupe_2018_front.jpg,Mercedes-Benz S-Class,600000,Germany,Luxury Large Coupe,2-door,coupe,4.7TC V8 4WD,7A,449,700,9.9,10.1,4.6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3665ade1a84Mercedes_Benz_S_Class_Coupe_2018_front.jpg,Mercedes-Benz S-Class,600000,Germany,Luxury Large Coupe,2-door,coupe,4.7TC V8 4WD,7A,449,700,9.9,10.1,4.6,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3681dbe6ef0Mercedes_Benz_S_Class_Maybach_2018_front.jpg,Mercedes-Benz S-Class Maybach,950000,Germany,Luxury Large Sedan,4-door,long sedan,6.0TC V12 RWD,7A,630,1000,12.7,7.9,4.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3681dbe6ef0Mercedes_Benz_S_Class_Maybach_2018_front.jpg,Mercedes-Benz S-Class Maybach,950000,Germany,Luxury Large Sedan,4-door,long sedan,6.0TC V12 RWD,7A,630,1000,12.7,7.9,4.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5a3681dbe6ef0Mercedes_Benz_S_Class_Maybach_2018_front.jpg,Mercedes-Benz S-Class Maybach,950000,Germany,Luxury Large Sedan,4-door,long sedan,6.0TC V12 RWD,7A,630,1000,12.7,7.9,4.7,250
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/52b306b0b344b8.71055458/mercedes-sprinter-2014-1.jpg,Mercedes-Benz Sprinter,146000,Germany,Commercial Midsize Van,4-door,van,2.1TD I4 RWD,6M,88,220,9.5-10.0,10.5,20.0-22.0,150
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/52b306b0b344b8.71055458/mercedes-sprinter-2014-1.jpg,Mercedes-Benz Sprinter,146000,Germany,Commercial Midsize Van,4-door,van,2.1TD I4 RWD,6M,88,220,9.5-10.0,10.5,20.0-22.0,150
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/52b306b0b344b8.71055458/mercedes-sprinter-2014-1.jpg,Mercedes-Benz Sprinter,146000,Germany,Commercial Midsize Van,4-door,van,2.1TD I4 RWD,6M,88,220,9.5-10.0,10.5,20.0-22.0,150
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5dde5c1e62021Mercedes_Benz_V_Class_2020_front.jpg,Mercedes-Benz V-Class,184000,Spain,Premium Large Minivan,5-door,minivan,2.0T I4 RWD,9A,211,350,6.3,15.9,9.4,200
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/5dde5c1e62021Mercedes_Benz_V_Class_2020_front.jpg,Mercedes-Benz V-Class,184000,Spain,Premium Large Minivan,5-door,minivan,2.0T I4 RWD,9A,211,350,6.3,15.9,9.4,200
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/58a962949d711Mercedes_Benz_V_Class_front.jpg,Mercedes-Benz V-Class,184000,Spain,Premium Large Minivan,5-door,minivan,2.0TC I4 RWD,9A,211,350,5.7-6.1,17.5,9.4-10.0,200
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/58aa12d31ac9c2017_mercedes_benz_vito_front.jpg,Mercedes-Benz Vito,90000,Spain,Midsize Minivan / Commercial Vehicle,4-door,van,2.1TD I4 RWD,6M,89,220,8.9-9.1,11.2,16.0-18.0,160
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/58aa12d31ac9c2017_mercedes_benz_vito_front.jpg,Mercedes-Benz Vito,90000,Spain,Midsize Minivan / Commercial Vehicle,4-door,van,2.1TD I4 RWD,6M,89,220,8.9-9.1,11.2,16.0-18.0,160
MERCEDES-BENZ,https://www.drivearabia.com/carprices/media/catalog/58aa12d31ac9c2017_mercedes_benz_vito_front.jpg,Mercedes-Benz Vito,90000,Spain,Midsize Minivan / Commercial Vehicle,4-door,van,2.1TD I4 RWD,6M,89,220,8.9-9.1,11.2,16.0-18.0,160
MG,https://www.drivearabia.com/carprices/media/catalog/5dd0db9acb3bamg5_front.jpg,MG 5,40950,China,Compact Hatchback,5-door,hatchback,1.5 I4 FWD,CVT,118,150,5.5,18.2,11.5,180
MG,https://www.drivearabia.com/carprices/media/catalog/5dd0db9acb3bamg5_front.jpg,MG 5,40950,China,Compact Hatchback,5-door,hatchback,1.5 I4 FWD,CVT,118,150,5.5,18.2,11.5,180
MG,https://www.drivearabia.com/carprices/media/catalog/569b297366f3aMG_5_front.jpg,MG 5,40950,China,Compact Hatchback,5-door,hatchback,1.5TC I4 FWD,6A,126,210,7.8,12.8,10.2,200
MG,https://www.drivearabia.com/carprices/media/catalog/5c5aa7944ba75MOTO_MG6_Model_Panorama_Front_Left_Side_Red_G.DEL.jpg,MG 6,55000,China,Compact Sedan / Liftback,5-door,liftback,1.5TC I4 FWD,7AM,169,249,5.8,17.2,7.5,200
MG,https://www.drivearabia.com/carprices/media/catalog/5c5aa7944ba75MOTO_MG6_Model_Panorama_Front_Left_Side_Red_G.DEL.jpg,MG 6,55000,China,Compact Sedan / Liftback,5-door,liftback,1.5TC I4 FWD,7AM,169,249,5.8,17.2,7.5,200
MG,https://www.drivearabia.com/carprices/media/catalog/5c5aa7944ba75MOTO_MG6_Model_Panorama_Front_Left_Side_Red_G.DEL.jpg,MG 6,55000,China,Compact Sedan / Liftback,5-door,liftback,1.5TC I4 FWD,7AM,169,249,5.8,17.2,7.5,200
MG,https://www.drivearabia.com/carprices/media/catalog/5d774d6558892mg_hs_front.jpg,MG HS,69900,China,Compact SUV,5-door,wagon,2.0TC I4 FWD/4WD,6AM,231,360,7.7,13,8.8,210
MG,https://www.drivearabia.com/carprices/media/catalog/5d774d6558892mg_hs_front.jpg,MG HS,69900,China,Compact SUV,5-door,wagon,2.0TC I4 FWD/4WD,6AM,231,360,7.7,13,8.8,210
MG,https://www.drivearabia.com/carprices/media/catalog/5a67239c06391mg_rx5_2018_1.jpg,MG RX5,56500,China,Compact SUV,5-door,wagon,1.5TC I4 FWD,7AM,169,250,6.8,14.7,9.5,170
MG,https://www.drivearabia.com/carprices/media/catalog/5a67239c06391mg_rx5_2018_1.jpg,MG RX5,56500,China,Compact SUV,5-door,wagon,1.5TC I4 FWD,7AM,169,250,6.8,14.7,9.5,170
MG,https://www.drivearabia.com/carprices/media/catalog/5a67239c06391mg_rx5_2018_1.jpg,MG RX5,56500,China,Compact SUV,5-door,wagon,1.5TC I4 FWD,7AM,169,250,6.8,14.7,9.5,170
MG,https://www.drivearabia.com/carprices/media/catalog/5d7611c8736b6mg_rx8_front.jpg,MG RX8,81000,China,Midsize SUV,5-door,wagon,2.0T I4 RWD/4WD,6A,224,360,9.9,10.1,9.5,180
MG,https://www.drivearabia.com/carprices/media/catalog/5d7611c8736b6mg_rx8_front.jpg,MG RX8,81000,China,Midsize SUV,5-door,wagon,2.0T I4 RWD/4WD,6A,224,360,9.9,10.1,9.5,180
MG,https://www.drivearabia.com/carprices/media/catalog/5f858a43cde6emg_zs_facelift_front_dubai_uae.jpg,MG ZS,47350,China,Sub-Compact SUV,5-door,wagon,1.5 I4 FWD,CVT,118,150,7.1,14.1,12.8,170
MG,https://www.drivearabia.com/carprices/media/catalog/5f858a43cde6emg_zs_facelift_front_dubai_uae.jpg,MG ZS,47350,China,Sub-Compact SUV,5-door,wagon,1.5 I4 FWD,CVT,118,150,7.1,14.1,12.8,170
